Column,Year,Term,TermYear,Course,Course Title,ACP,CS,HUM,NAT,QR,SBS,Subject,Number,Advanced Composition,Non-Western Cultures,US Minority Cultures,Western/Comparative Cultures,Literature & the Arts,Historical & Philosophical Perspectives,Physical Sciences,Life Sciences,Quantitative Reasoning 2,Quantitative Reasoning 1,Behavioral Sciences,Social Sciences,General Education
393,2023,Spring,2023-sp,ENGL 204,Renaissance Literature and Culture,,Western/Comparative Cultures,Literature & the Arts,,,,ENGL,204,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,"Western/Comparative Cultures,Literature & the Arts"
394,2023,Spring,2023-sp,ENGL 206,Enlightenment Literature and Culture,,Western/Comparative Cultures,Literature & the Arts,,,,ENGL,206,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,"Western/Comparative Cultures,Literature & the Arts"
395,2023,Spring,2023-sp,ENGL 207,Romantic Literature and Culture,,Western/Comparative Cultures,Literature & the Arts,,,,ENGL,207,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,"Western/Comparative Cultures,Literature & the Arts"
396,2023,Spring,2023-sp,ENGL 208,Victorian Literature and Culture,,Western/Comparative Cultures,Literature & the Arts,,,,ENGL,208,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,"Western/Comparative Cultures,Literature & the Arts"
397,2023,Spring,2023-sp,ENGL 209,Early British Literature and Culture,,Western/Comparative Cultures,Literature & the Arts,,,,ENGL,209,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,"Western/Comparative Cultures,Literature & the Arts"
398,2023,Spring,2023-sp,ENGL 210,Modern British Literature and Culture,,Western/Comparative Cultures,Literature & the Arts,,,,ENGL,210,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,"Western/Comparative Cultures,Literature & the Arts"
399,2023,Spring,2023-sp,ENGL 211,Introduction to Modern African Literature,,Non-Western Cultures,Literature & the Arts,,,,ENGL,211,,Non-Western Cultures,,,Literature & the Arts,,,,,,,,"Non-Western Cultures,Literature & the Arts"
400,2023,Spring,2023-sp,ENGL 213,Modernist Literature and Culture,,Western/Comparative Cultures,Literature & the Arts,,,,ENGL,213,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,"Western/Comparative Cultures,Literature & the Arts"
401,2023,Spring,2023-sp,ENGL 216,Legends of King Arthur,,Western/Comparative Cultures,Literature & the Arts,,,,ENGL,216,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,"Western/Comparative Cultures,Literature & the Arts"
402,2023,Spring,2023-sp,ENGL 218,Introduction to Shakespeare,,,Literature & the Arts,,,,ENGL,218,,,,,Literature & the Arts,,,,,,,,Literature & the Arts
403,2023,Spring,2023-sp,ENGL 219,Literature and Medicine,,,Literature & the Arts,,,,ENGL,219,,,,,Literature & the Arts,,,,,,,,Literature & the Arts
404,2023,Spring,2023-sp,ENGL 220,Literature and Science,,,Literature & the Arts,,,,ENGL,220,,,,,Literature & the Arts,,,,,,,,Literature & the Arts
405,2023,Spring,2023-sp,ENGL 222,Jewish American and US Minority Literatures in Dialogue,,US Minority Cultures,Literature & the Arts,,,,ENGL,222,,,US Minority Cultures,,Literature & the Arts,,,,,,,,"US Minority Cultures,Literature & the Arts"
406,2023,Spring,2023-sp,ENGL 223,Jewish Storytelling,,Western/Comparative Cultures,Literature & the Arts,,,,ENGL,223,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,"Western/Comparative Cultures,Literature & the Arts"
407,2023,Spring,2023-sp,ENGL 224,Latina/o Popular Culture,,US Minority Cultures,,,,,ENGL,224,,,US Minority Cultures,,,,,,,,,,US Minority Cultures
408,2023,Spring,2023-sp,ENGL 225,Intro to Latina/o Literature,,US Minority Cultures,Literature & the Arts,,,,ENGL,225,,,US Minority Cultures,,Literature & the Arts,,,,,,,,"US Minority Cultures,Literature & the Arts"
409,2023,Spring,2023-sp,ENGL 241,Modern Poetry,,Western/Comparative Cultures,,,,,ENGL,241,,,,Western/Comparative Cultures,,,,,,,,,Western/Comparative Cultures
410,2023,Spring,2023-sp,ENGL 245,The Short Story,,,Literature & the Arts,,,,ENGL,245,,,,,Literature & the Arts,,,,,,,,Literature & the Arts
411,2023,Spring,2023-sp,ENGL 247,The British Novel,,Western/Comparative Cultures,Literature & the Arts,,,,ENGL,247,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,"Western/Comparative Cultures,Literature & the Arts"
412,2023,Spring,2023-sp,ENGL 248,"British, American, and Continental Fiction",,,Literature & the Arts,,,,ENGL,248,,,,,Literature & the Arts,,,,,,,,Literature & the Arts
413,2023,Spring,2023-sp,ENGL 250,Nineteenth-Century American Fiction,,Western/Comparative Cultures,Literature & the Arts,,,,ENGL,250,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,"Western/Comparative Cultures,Literature & the Arts"
414,2023,Spring,2023-sp,ENGL 251,The Twentieth-Century American Novel,,Western/Comparative Cultures,Literature & the Arts,,,,ENGL,251,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,"Western/Comparative Cultures,Literature & the Arts"
415,2023,Spring,2023-sp,ENGL 253,Topics in Literature and New Media,,,Literature & the Arts,,,,ENGL,253,,,,,Literature & the Arts,,,,,,,,Literature & the Arts
416,2023,Spring,2023-sp,ENGL 255,Early American Literature and Culture,,Western/Comparative Cultures,Literature & the Arts,,,,ENGL,255,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,"Western/Comparative Cultures,Literature & the Arts"
417,2023,Spring,2023-sp,ENGL 256,Survey of American Lit II,,Western/Comparative Cultures,Literature & the Arts,,,,ENGL,256,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,"Western/Comparative Cultures,Literature & the Arts"
418,2023,Spring,2023-sp,ENGL 259,Early African American Literature and Culture,,US Minority Cultures,,,,,ENGL,259,,,US Minority Cultures,,,,,,,,,,US Minority Cultures
419,2023,Spring,2023-sp,ENGL 260,Modern African American Literature and Culture,,US Minority Cultures,,,,,ENGL,260,,,US Minority Cultures,,,,,,,,,,US Minority Cultures
420,2023,Spring,2023-sp,ENGL 265,Intro to American Indian Lit,,US Minority Cultures,Literature & the Arts,,,,ENGL,265,,,US Minority Cultures,,Literature & the Arts,,,,,,,,"US Minority Cultures,Literature & the Arts"
421,2023,Spring,2023-sp,ENGL 266,Grimm's Fairy Tales in Context,,Western/Comparative Cultures,Literature & the Arts,,,,ENGL,266,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,"Western/Comparative Cultures,Literature & the Arts"
422,2023,Spring,2023-sp,ENGL 267,Grimms' Fairy Tales - ACP,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,,,,ENGL,267,Advanced Composition,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,"Advanced Composition,Western/Comparative Cultures,Literature & the Arts"
423,2023,Spring,2023-sp,ENGL 268,The Holocaust in Context - ACP,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,,,,ENGL,268,Advanced Composition,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,"Advanced Composition,Western/Comparative Cultures,Literature & the Arts"
424,2023,Spring,2023-sp,ENGL 269,The Holocaust in Context,,Western/Comparative Cultures,Literature & the Arts,,,,ENGL,269,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,"Western/Comparative Cultures,Literature & the Arts"
425,2023,Spring,2023-sp,ENGL 270,American Film Genres,,,Literature & the Arts,,,,ENGL,270,,,,,Literature & the Arts,,,,,,,,Literature & the Arts
426,2023,Spring,2023-sp,ENGL 275,Am Indian and Indigenous Film,,US Minority Cultures,Literature & the Arts,,,,ENGL,275,,,US Minority Cultures,,Literature & the Arts,,,,,,,,"US Minority Cultures,Literature & the Arts"
427,2023,Spring,2023-sp,ENGL 276,Asian Film Genres,,Non-Western Cultures,Literature & the Arts,,,,ENGL,276,,Non-Western Cultures,,,Literature & the Arts,,,,,,,,"Non-Western Cultures,Literature & the Arts"
428,2023,Spring,2023-sp,ENGL 285,Postcolonial Literature in English,,Non-Western Cultures,Literature & the Arts,,,,ENGL,285,,Non-Western Cultures,,,Literature & the Arts,,,,,,,,"Non-Western Cultures,Literature & the Arts"
429,2023,Spring,2023-sp,ENGL 286,Asian American Literature,,US Minority Cultures,Literature & the Arts,,,,ENGL,286,,,US Minority Cultures,,Literature & the Arts,,,,,,,,"US Minority Cultures,Literature & the Arts"
430,2023,Spring,2023-sp,ENGL 330,Slavery and Identity,,US Minority Cultures,Literature & the Arts,,,,ENGL,330,,,US Minority Cultures,,Literature & the Arts,,,,,,,,"US Minority Cultures,Literature & the Arts"
431,2023,Spring,2023-sp,ENGL 350,"Writing about Literature, Text, and Culture",Advanced Composition,,,,,,ENGL,350,Advanced Composition,,,,,,,,,,,,Advanced Composition
432,2023,Spring,2023-sp,ENGL 359,Responses to the Holocaust,,Western/Comparative Cultures,Literature & the Arts,,,,ENGL,359,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,"Western/Comparative Cultures,Literature & the Arts"
433,2023,Spring,2023-sp,ENGL 360,Environmental Writing,Advanced Composition,,,,,,ENGL,360,Advanced Composition,,,,,,,,,,,,Advanced Composition
434,2023,Spring,2023-sp,ENGL 477,Advanced Environmental Writing,Advanced Composition,,,,,,ENGL,477,Advanced Composition,,,,,,,,,,,,Advanced Composition
435,2023,Spring,2023-sp,ENSU 301,Soc Impacts Weather & Climate,,,,,,Social Sciences,ENSU,301,,,,,,,,,,,,Social Sciences,Social Sciences
436,2023,Spring,2023-sp,ENVS 101,Introduction to Energy Sources,,,,Physical Sciences,Quantitative Reasoning 2,,ENVS,101,,,,,,,Physical Sciences,,Quantitative Reasoning 2,,,,"Physical Sciences,Quantitative Reasoning 2"
437,2023,Spring,2023-sp,ENVS 210,Environmental Economics,,,,,,Social Sciences,ENVS,210,,,,,,,,,,,,Social Sciences,Social Sciences
438,2023,Spring,2023-sp,ENVS 220,Communicating Agriculture,Advanced Composition,,,,,,ENVS,220,Advanced Composition,,,,,,,,,,,,Advanced Composition
439,2023,Spring,2023-sp,EPOL 202,Foundations of Education-ACP,Advanced Composition,,,,,,EPOL,202,Advanced Composition,,,,,,,,,,,,Advanced Composition
440,2023,Spring,2023-sp,EPOL 310,Race and Cultural Diversity,Advanced Composition,US Minority Cultures,,,,,EPOL,310,Advanced Composition,,US Minority Cultures,,,,,,,,,,"Advanced Composition,US Minority Cultures"
441,2023,Spring,2023-sp,EPOL 350,Social Learning and Knowledge,Advanced Composition,,,,,Social Sciences,EPOL,350,Advanced Composition,,,,,,,,,,,Social Sciences,"Social Sciences,Advanced Composition"
442,2023,Spring,2023-sp,EPOL 380,Education and Social Justice,,US Minority Cultures,Historical & Philosophical Perspectives,,,,EPOL,380,,,US Minority Cultures,,,Historical & Philosophical Perspectives,,,,,,,"US Minority Cultures,Historical & Philosophical Perspectives"
443,2023,Spring,2023-sp,EPOL 402,Asian American Education,Advanced Composition,US Minority Cultures,,,,,EPOL,402,Advanced Composition,,US Minority Cultures,,,,,,,,,,"Advanced Composition,US Minority Cultures"
444,2023,Spring,2023-sp,EPS 202,Foundations of Education-ACP,Advanced Composition,,,,,,EPS,202,Advanced Composition,,,,,,,,,,,,Advanced Composition
445,2023,Spring,2023-sp,EPS 310,Race and Cultural Diversity,Advanced Composition,US Minority Cultures,,,,,EPS,310,Advanced Composition,,US Minority Cultures,,,,,,,,,,"Advanced Composition,US Minority Cultures"
446,2023,Spring,2023-sp,EPS 380,Education and Social Justice,,US Minority Cultures,Historical & Philosophical Perspectives,,,,EPS,380,,,US Minority Cultures,,,Historical & Philosophical Perspectives,,,,,,,"US Minority Cultures,Historical & Philosophical Perspectives"
447,2023,Spring,2023-sp,EPS 402,Asian American Education,Advanced Composition,US Minority Cultures,,,,,EPS,402,Advanced Composition,,US Minority Cultures,,,,,,,,,,"Advanced Composition,US Minority Cultures"
448,2023,Spring,2023-sp,EPSY 201,Educational Psychology,,,,,,Behavioral Sciences,EPSY,201,,,,,,,,,,,Behavioral Sciences,,Behavioral Sciences
449,2023,Spring,2023-sp,EPSY 202,Exploring Cultural Diversity,,US Minority Cultures,,,,,EPSY,202,,,US Minority Cultures,,,,,,,,,,US Minority Cultures
450,2023,Spring,2023-sp,EPSY 220,Career Theory and Practice,,,,,,Behavioral Sciences,EPSY,220,,,,,,,,,,,Behavioral Sciences,,Behavioral Sciences
451,2023,Spring,2023-sp,EPSY 222,Language & Culture of Deaf Communities,,US Minority Cultures,,,,Social Sciences,EPSY,222,,,US Minority Cultures,,,,,,,,,Social Sciences,"Social Sciences,US Minority Cultures"
452,2023,Spring,2023-sp,EPSY 280,Elements of Statistics,,,,,Quantitative Reasoning 1,,EPSY,280,,,,,,,,,,Quantitative Reasoning 1,,,Quantitative Reasoning 1
453,2023,Spring,2023-sp,ESE 100,Sustainable Earth,,,,Physical Sciences,,,ESE,100,,,,,,,Physical Sciences,,,,,,Physical Sciences
454,2023,Spring,2023-sp,ESE 103,Earth's Physical Systems,,,,Physical Sciences,,,ESE,103,,,,,,,Physical Sciences,,,,,,Physical Sciences
455,2023,Spring,2023-sp,ESE 104,Geology of the National Parks,,,,Physical Sciences,,,ESE,104,,,,,,,Physical Sciences,,,,,,Physical Sciences
456,2023,Spring,2023-sp,ESE 106,Geographies of Globalization,,Non-Western Cultures,,,,Social Sciences,ESE,106,,Non-Western Cultures,,,,,,,,,,Social Sciences,"Social Sciences,Non-Western Cultures"
457,2023,Spring,2023-sp,ESE 111,Emergence of Life,,,,Life Sciences,,,ESE,111,,,,,,,,Life Sciences,,,,,Life Sciences
458,2023,Spring,2023-sp,ESE 117,The Oceans,,,,Physical Sciences,,,ESE,117,,,,,,,Physical Sciences,,,,,,Physical Sciences
459,2023,Spring,2023-sp,ESE 118,Natural Disasters,,,,Physical Sciences,,,ESE,118,,,,,,,Physical Sciences,,,,,,Physical Sciences
460,2023,Spring,2023-sp,ESE 120,Severe and Hazardous Weather,,,,Physical Sciences,Quantitative Reasoning 2,,ESE,120,,,,,,,Physical Sciences,,Quantitative Reasoning 2,,,,"Physical Sciences,Quantitative Reasoning 2"
461,2023,Spring,2023-sp,ESE 140,Climate and Global Change,,,,Physical Sciences,,,ESE,140,,,,,,,Physical Sciences,,,,,,Physical Sciences
462,2023,Spring,2023-sp,ESE 143,History of Life,,,,Life Sciences,,,ESE,143,,,,,,,,Life Sciences,,,,,Life Sciences
463,2023,Spring,2023-sp,ESE 202,American Environmental History,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,ESE,202,,,,Western/Comparative Cultures,,Historical & Philosophical Perspectives,,,,,,,"Western/Comparative Cultures,Historical & Philosophical Perspectives"
464,2023,Spring,2023-sp,ESE 208,History of the Earth System,,,,Physical Sciences,,,ESE,208,,,,,,,Physical Sciences,,,,,,Physical Sciences
465,2023,Spring,2023-sp,ESE 210,Social & Environmental Issues,,,,,,Social Sciences,ESE,210,,,,,,,,,,,,Social Sciences,Social Sciences
466,2023,Spring,2023-sp,ESE 254,"American People, Places, & Environments",,US Minority Cultures,,,,Social Sciences,ESE,254,,,US Minority Cultures,,,,,,,,,Social Sciences,"Social Sciences,US Minority Cultures"
467,2023,Spring,2023-sp,ESE 287,Environment and Society,,Western/Comparative Cultures,,,,Social Sciences,ESE,287,,,,Western/Comparative Cultures,,,,,,,,Social Sciences,"Social Sciences,Western/Comparative Cultures"
468,2023,Spring,2023-sp,ESE 360,Environmental Writing,Advanced Composition,,,,,,ESE,360,Advanced Composition,,,,,,,,,,,,Advanced Composition
469,2023,Spring,2023-sp,ESE 380,Spatial Problem Solving,,,,,Quantitative Reasoning 2,,ESE,380,,,,,,,,,Quantitative Reasoning 2,,,,Quantitative Reasoning 2
470,2023,Spring,2023-sp,ESE 465,Transportation &Sustainability,Advanced Composition,,,,,,ESE,465,Advanced Composition,,,,,,,,,,,,Advanced Composition
471,2023,Spring,2023-sp,ESE 477,Advanced Environmental Writing,Advanced Composition,,,,,,ESE,477,Advanced Composition,,,,,,,,,,,,Advanced Composition
472,2023,Spring,2023-sp,ETMA 311,Humanity in the Food Web,Advanced Composition,,Historical & Philosophical Perspectives,,,,ETMA,311,Advanced Composition,,,,,Historical & Philosophical Perspectives,,,,,,,"Advanced Composition,Historical & Philosophical Perspectives"
473,2023,Spring,2023-sp,FAA 102,Design Beyond Boundaries,,,Literature & the Arts,,,,FAA,102,,,,,Literature & the Arts,,,,,,,,Literature & the Arts
474,2023,Spring,2023-sp,FAA 110,Exploring Arts and Creativity,,,Literature & the Arts,,,,FAA,110,,,,,Literature & the Arts,,,,,,,,Literature & the Arts
475,2023,Spring,2023-sp,FAA 201,Black Arts Today,,US Minority Cultures,Literature & the Arts,,,,FAA,201,,,US Minority Cultures,,Literature & the Arts,,,,,,,,"US Minority Cultures,Literature & the Arts"
476,2023,Spring,2023-sp,FR 156,Exploring Paris,,Western/Comparative Cultures,Literature & the Arts,,,,FR,156,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,"Western/Comparative Cultures,Literature & the Arts"
477,2023,Spring,2023-sp,FR 165,French in US Minority Cultures,,US Minority Cultures,,,,,FR,165,,,US Minority Cultures,,,,,,,,,,US Minority Cultures
478,2023,Spring,2023-sp,FR 179,Migration and French National Identity,,Western/Comparative Cultures,Literature & the Arts,,,,FR,179,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,"Western/Comparative Cultures,Literature & the Arts"
479,2023,Spring,2023-sp,FR 195,French Intellectual Tradition,,,Historical & Philosophical Perspectives,,,,FR,195,,,,,,Historical & Philosophical Perspectives,,,,,,,Historical & Philosophical Perspectives
480,2023,Spring,2023-sp,FSHN 101,The Science of Food and How it Relates to You,,,,Physical Sciences,,,FSHN,101,,,,,,,Physical Sciences,,,,,,Physical Sciences
481,2023,Spring,2023-sp,FSHN 120,Contemporary Nutrition,,,,Life Sciences,,,FSHN,120,,,,,,,,Life Sciences,,,,,Life Sciences
482,2023,Spring,2023-sp,GEOL 100,Planet Earth,,,,Physical Sciences,,,GEOL,100,,,,,,,Physical Sciences,,,,,,Physical Sciences
483,2023,Spring,2023-sp,GEOL 104,Geology of the National Parks,,,,Physical Sciences,,,GEOL,104,,,,,,,Physical Sciences,,,,,,Physical Sciences
484,2023,Spring,2023-sp,GEOL 107,Physical Geology,,,,Physical Sciences,,,GEOL,107,,,,,,,Physical Sciences,,,,,,Physical Sciences
485,2023,Spring,2023-sp,GEOL 111,Emergence of Life,,,,Life Sciences,,,GEOL,111,,,,,,,,Life Sciences,,,,,Life Sciences
486,2023,Spring,2023-sp,GEOL 117,The Oceans,,,,Physical Sciences,,,GEOL,117,,,,,,,Physical Sciences,,,,,,Physical Sciences
487,2023,Spring,2023-sp,GEOL 118,Natural Disasters,,,,Physical Sciences,,,GEOL,118,,,,,,,Physical Sciences,,,,,,Physical Sciences
488,2023,Spring,2023-sp,GEOL 143,History of Life,,,,Life Sciences,,,GEOL,143,,,,,,,,Life Sciences,,,,,Life Sciences
489,2023,Spring,2023-sp,GEOL 201,History of Geology,Advanced Composition,,Historical & Philosophical Perspectives,,,,GEOL,201,Advanced Composition,,,,,Historical & Philosophical Perspectives,,,,,,,"Advanced Composition,Historical & Philosophical Perspectives"
490,2023,Spring,2023-sp,GEOL 208,History of the Earth System,,,,Physical Sciences,,,GEOL,208,,,,,,,Physical Sciences,,,,,,Physical Sciences
491,2023,Spring,2023-sp,GEOL 350,Volcanoes,,,,,Quantitative Reasoning 2,,GEOL,350,,,,,,,,,Quantitative Reasoning 2,,,,Quantitative Reasoning 2
492,2023,Spring,2023-sp,GER 201,German Popular Culture,,Western/Comparative Cultures,Literature & the Arts,,,,GER,201,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,"Western/Comparative Cultures,Literature & the Arts"
